402a44a8295b22f6c69e9caa691a5362833c8beb
Using arguments Cli { command: Build(BuildArgs { model_type: Regressor(RegressorArgs { labels: None, params: GenericBuildParams { degree: 3, num_coefficients: 4, hidden_layer_sizes: Some([6, 4, 2, 1]), training_parameters: TrainArgs { data_file: "/tmp/tmp.OAvR4VodKq.json", num_epochs: 100, knot_update_interval: 100, knot_adaptivity: 0.1, learning_rate: 0.001, validate_each_epoch: true, validation_split: 0.2, model_output_file: None, no_save: true } } }) }), log_output: true }
Loading regression data from file: "/tmp/tmp.OAvR4VodKq.json"
creating validation set
Data loaded. Training: 800000, Validation: 200000
2024-07-06 19:55:23.139431308 +00:00 Epoch 67: Training Loss: 136.84068, Validation Loss: 18.518148
2024-07-06 19:56:10.124474812 +00:00 Epoch 68: Training Loss: 136.82895, Validation Loss: 18.395475
2024-07-06 19:56:57.780649588 +00:00 Epoch 69: Training Loss: 136.78069, Validation Loss: 18.386957
2024-07-06 19:57:37.080379031 +00:00 Epoch 70: Training Loss: 136.73715, Validation Loss: 18.394827
2024-07-06 19:58:19.508408456 +00:00 Epoch 71: Training Loss: 136.71983, Validation Loss: 18.374943
2024-07-06 19:58:53.574490156 +00:00 Epoch 72: Training Loss: 136.7146, Validation Loss: 18.388372
2024-07-06 19:59:28.713501869 +00:00 Epoch 73: Training Loss: 136.71031, Validation Loss: 18.428677
2024-07-06 20:00:04.177685860 +00:00 Epoch 74: Training Loss: 136.7069, Validation Loss: 18.466415
2024-07-06 20:00:38.115695150 +00:00 Epoch 75: Training Loss: 136.69998, Validation Loss: 18.381784
2024-07-06 20:01:12.086950898 +00:00 Epoch 76: Training Loss: 136.69193, Validation Loss: 18.388416
2024-07-06 20:01:46.402660942 +00:00 Epoch 77: Training Loss: 136.69415, Validation Loss: 18.38268
2024-07-06 20:02:33.047554133 +00:00 Epoch 78: Training Loss: 136.69469, Validation Loss: 18.381805
2024-07-06 20:03:11.005762917 +00:00 Epoch 79: Training Loss: 136.6939, Validation Loss: 18.409868
2024-07-06 20:03:44.947730190 +00:00 Epoch 80: Training Loss: 136.68974, Validation Loss: 18.371977
2024-07-06 20:04:18.824204887 +00:00 Epoch 81: Training Loss: 136.69461, Validation Loss: 18.379013
2024-07-06 20:04:57.154805427 +00:00 Epoch 82: Training Loss: 136.6892, Validation Loss: 18.418518
2024-07-06 20:05:41.327733182 +00:00 Epoch 83: Training Loss: 136.69324, Validation Loss: 18.372343
2024-07-06 20:06:23.471817281 +00:00 Epoch 84: Training Loss: 136.69238, Validation Loss: 18.400978
2024-07-06 20:07:02.830794277 +00:00 Epoch 85: Training Loss: 136.68962, Validation Loss: 18.387108
2024-07-06 20:07:43.243832800 +00:00 Epoch 86: Training Loss: 136.68604, Validation Loss: 18.394627
2024-07-06 20:08:22.758751194 +00:00 Epoch 87: Training Loss: 136.68604, Validation Loss: 18.41731
2024-07-06 20:09:03.462111693 +00:00 Epoch 88: Training Loss: 136.68552, Validation Loss: 18.39417
2024-07-06 20:09:42.471210723 +00:00 Epoch 89: Training Loss: 136.68465, Validation Loss: 18.393938
2024-07-06 20:10:23.087831452 +00:00 Epoch 90: Training Loss: 136.68256, Validation Loss: 18.399206
2024-07-06 20:11:01.197510464 +00:00 Epoch 91: Training Loss: 136.68282, Validation Loss: 18.408852
2024-07-06 20:11:35.088958605 +00:00 Epoch 92: Training Loss: 136.68713, Validation Loss: 18.394394
2024-07-06 20:12:09.954280755 +00:00 Epoch 93: Training Loss: 136.68484, Validation Loss: 18.445667
2024-07-06 20:12:43.799854508 +00:00 Epoch 94: Training Loss: 136.67975, Validation Loss: 18.43471
2024-07-06 20:13:17.698076310 +00:00 Epoch 95: Training Loss: 136.67818, Validation Loss: 18.433287
2024-07-06 20:13:51.575242912 +00:00 Epoch 96: Training Loss: 136.68234, Validation Loss: 18.395452
2024-07-06 20:14:25.455952594 +00:00 Epoch 97: Training Loss: 136.67706, Validation Loss: 18.419823
2024-07-06 20:14:59.439335054 +00:00 Epoch 98: Training Loss: 136.67706, Validation Loss: 18.399948
2024-07-06 20:15:33.386821156 +00:00 Epoch 99: Training Loss: 136.67719, Validation Loss: 18.395317
