1bd9ddd50414715d10079b7f1d021fc7ec46c34a
Using arguments Cli { command: Build(BuildArgs { model_type: Regressor(RegressorArgs { labels: None, params: GenericBuildParams { degree: 3, num_coefficients: 4, hidden_layer_sizes: Some([2]), training_parameters: TrainArgs { data_file: "/tmp/tmp.YXQmh52ehB.json", num_epochs: 500, knot_update_interval: 100, knot_adaptivity: 0.1, learning_rate: 0.001, knot_extension_targets: Some([10, 20, 50]), knot_extension_times: Some([50, 100, 250]), validate_each_epoch: true, validation_split: 0.2, model_output_file: None, no_save: true } } }) }), log_output: true, num_threads: None }
Thread count not specified. Using 16 threads
Loading regression data from file: "/tmp/tmp.YXQmh52ehB.json"
creating validation set
Data loaded. Training: 80000, Validation: 20000
2024-07-30 19:45:53.917362323 +00:00 Epoch 19: Training Loss: 0.03231145889376876, Validation Loss: 0.03195097632633534
2024-07-30 19:45:53.995333164 +00:00 Epoch 20: Training Loss: 0.03202252078874083, Validation Loss: 0.03165625160749386
2024-07-30 19:45:54.073154457 +00:00 Epoch 21: Training Loss: 0.03173333873276773, Validation Loss: 0.03136090390368917
2024-07-30 19:45:54.150211080 +00:00 Epoch 22: Training Loss: 0.03144383185619315, Validation Loss: 0.031065151894683014
2024-07-30 19:45:54.226110541 +00:00 Epoch 23: Training Loss: 0.031154066652653654, Validation Loss: 0.030769241763642048
2024-07-30 19:45:54.301538557 +00:00 Epoch 24: Training Loss: 0.03086404408104875, Validation Loss: 0.03047298349071869
2024-07-30 19:45:54.376984493 +00:00 Epoch 25: Training Loss: 0.030573837324385896, Validation Loss: 0.030176426426461858
2024-07-30 19:45:54.453015312 +00:00 Epoch 26: Training Loss: 0.030283569291512668, Validation Loss: 0.029879631038366612
2024-07-30 19:45:54.529684794 +00:00 Epoch 27: Training Loss: 0.02999332275344226, Validation Loss: 0.029582674883238052
2024-07-30 19:45:54.606744046 +00:00 Epoch 28: Training Loss: 0.029703096792904376, Validation Loss: 0.02928561392388002
2024-07-30 19:45:54.683271136 +00:00 Epoch 29: Training Loss: 0.029413026351118036, Validation Loss: 0.028988513827660142
2024-07-30 19:45:54.759341517 +00:00 Epoch 30: Training Loss: 0.02912306262473516, Validation Loss: 0.028691450621889332
2024-07-30 19:45:54.836131213 +00:00 Epoch 31: Training Loss: 0.02883324079642324, Validation Loss: 0.028394500836448212
2024-07-30 19:45:54.911739469 +00:00 Epoch 32: Training Loss: 0.0285436240295321, Validation Loss: 0.028097748967653713
2024-07-30 19:45:54.987097327 +00:00 Epoch 33: Training Loss: 0.028254412416053584, Validation Loss: 0.027801579474520725
2024-07-30 19:45:55.062121095 +00:00 Epoch 34: Training Loss: 0.027965553445988486, Validation Loss: 0.027505827764286558
2024-07-30 19:45:55.137237046 +00:00 Epoch 35: Training Loss: 0.027677084138145944, Validation Loss: 0.027210524658129804
2024-07-30 19:45:55.214381368 +00:00 Epoch 36: Training Loss: 0.027389111355063712, Validation Loss: 0.0269157580682284
2024-07-30 19:45:55.291569866 +00:00 Epoch 37: Training Loss: 0.027101737917727964, Validation Loss: 0.02662161636379572
2024-07-30 19:45:55.368798226 +00:00 Epoch 38: Training Loss: 0.026815031997259115, Validation Loss: 0.026328194263193723
2024-07-30 19:45:55.446169509 +00:00 Epoch 39: Training Loss: 0.026529059245032238, Validation Loss: 0.026035586199833625
2024-07-30 19:45:55.522447698 +00:00 Epoch 40: Training Loss: 0.026243945205219017, Validation Loss: 0.02574386445136147
2024-07-30 19:45:55.597200319 +00:00 Epoch 41: Training Loss: 0.025959784346018068, Validation Loss: 0.025453120267010156
2024-07-30 19:45:55.672665735 +00:00 Epoch 42: Training Loss: 0.02567660756135669, Validation Loss: 0.025163455534468082
2024-07-30 19:45:55.749009484 +00:00 Epoch 43: Training Loss: 0.02539444315241256, Validation Loss: 0.02487494665661718
2024-07-30 19:45:55.824536774 +00:00 Epoch 44: Training Loss: 0.025113414282767456, Validation Loss: 0.024587669449772205
2024-07-30 19:45:55.901085496 +00:00 Epoch 45: Training Loss: 0.02483361649221927, Validation Loss: 0.024301703251242743
2024-07-30 19:45:55.978307255 +00:00 Epoch 46: Training Loss: 0.024555087830486638, Validation Loss: 0.024017128333995913
2024-07-30 19:45:56.055900777 +00:00 Epoch 47: Training Loss: 0.024277939287027886, Validation Loss: 0.023734026484677765
2024-07-30 19:45:56.133367224 +00:00 Epoch 48: Training Loss: 0.02400222034917636, Validation Loss: 0.02345247546862995
2024-07-30 19:45:56.210474726 +00:00 Epoch 49: Training Loss: 0.023728008762726613, Validation Loss: 0.023172554545926614
2024-07-30 19:45:56.287652183 +00:00 Epoch 50: Training Loss: 0.023455362010511138, Validation Loss: 0.022894350489564022
2024-07-30 19:45:56.287890391 +00:00 Extending knot vectors from 8 to 10
2024-07-30 19:45:56.390970291 +00:00 Epoch 51: Training Loss: 0.03520933317721958, Validation Loss: 0.03202403842153807
2024-07-30 19:45:56.493979788 +00:00 Epoch 52: Training Loss: 0.033849894880900594, Validation Loss: 0.0309045146312944
2024-07-30 19:45:56.597324423 +00:00 Epoch 53: Training Loss: 0.032848585803141886, Validation Loss: 0.030054243664470924
2024-07-30 19:45:56.701399204 +00:00 Epoch 54: Training Loss: 0.03206310003753379, Validation Loss: 0.029369685321724757
2024-07-30 19:45:56.804953998 +00:00 Epoch 55: Training Loss: 0.031414020608124364, Validation Loss: 0.028787455877617225
2024-07-30 19:45:56.908511938 +00:00 Epoch 56: Training Loss: 0.03085127911570998, Validation Loss: 0.028268503201564904
2024-07-30 19:45:57.010603427 +00:00 Epoch 57: Training Loss: 0.030342348019431496, Validation Loss: 0.027789783322228197
2024-07-30 19:45:57.111343821 +00:00 Epoch 58: Training Loss: 0.029868208448189944, Validation Loss: 0.027336517999950904
2024-07-30 19:45:57.212519774 +00:00 Epoch 59: Training Loss: 0.02941406024082211, Validation Loss: 0.026899327676684966
2024-07-30 19:45:57.313139062 +00:00 Epoch 60: Training Loss: 0.02897449768906692, Validation Loss: 0.026474230203747635
2024-07-30 19:45:57.413705534 +00:00 Epoch 61: Training Loss: 0.028545676126551286, Validation Loss: 0.0260559318218498
2024-07-30 19:45:57.514948457 +00:00 Epoch 62: Training Loss: 0.028126671629368973, Validation Loss: 0.025642244436008845
2024-07-30 19:45:57.615276733 +00:00 Epoch 63: Training Loss: 0.02771449624520917, Validation Loss: 0.02523239606453167
2024-07-30 19:45:57.715879620 +00:00 Epoch 64: Training Loss: 0.02730881040165045, Validation Loss: 0.024824798572464946
2024-07-30 19:45:57.816373319 +00:00 Epoch 65: Training Loss: 0.02690937911760193, Validation Loss: 0.024418848128852113
2024-07-30 19:45:57.917830669 +00:00 Epoch 66: Training Loss: 0.026514695800752122, Validation Loss: 0.024014457269102396
2024-07-30 19:45:58.019645749 +00:00 Epoch 67: Training Loss: 0.026123676131128905, Validation Loss: 0.02361222718756592
2024-07-30 19:45:58.120598426 +00:00 Epoch 68: Training Loss: 0.025728587202812594, Validation Loss: 0.023211857408016883
2024-07-30 19:45:58.221965718 +00:00 Epoch 69: Training Loss: 0.025332201928143977, Validation Loss: 0.02281322432318949
2024-07-30 19:45:58.324488651 +00:00 Epoch 70: Training Loss: 0.0249352991246779, Validation Loss: 0.022416944295263818
2024-07-30 19:45:58.426576061 +00:00 Epoch 71: Training Loss: 0.024544494586174012, Validation Loss: 0.022023799139619667
2024-07-30 19:45:58.529327492 +00:00 Epoch 72: Training Loss: 0.024161355912109873, Validation Loss: 0.021635182990301642
2024-07-30 19:45:58.631859579 +00:00 Epoch 73: Training Loss: 0.023784610273890894, Validation Loss: 0.02125228985965562
2024-07-30 19:45:58.736913174 +00:00 Epoch 74: Training Loss: 0.02341406855795327, Validation Loss: 0.020874811763782287
2024-07-30 19:45:58.839631290 +00:00 Epoch 75: Training Loss: 0.0230530495252499, Validation Loss: 0.02050348574632307
2024-07-30 19:45:58.942221054 +00:00 Epoch 76: Training Loss: 0.022702415349500366, Validation Loss: 0.020138598830418925
2024-07-30 19:45:59.045040441 +00:00 Epoch 77: Training Loss: 0.022363818173509745, Validation Loss: 0.01977774414590118
2024-07-30 19:45:59.148278369 +00:00 Epoch 78: Training Loss: 0.02203571824985085, Validation Loss: 0.019422616171511135
2024-07-30 19:45:59.250586541 +00:00 Epoch 79: Training Loss: 0.021719428012352084, Validation Loss: 0.019074821036494174
2024-07-30 19:45:59.352082915 +00:00 Epoch 80: Training Loss: 0.021413682787144832, Validation Loss: 0.018734762805209818
2024-07-30 19:45:59.454081485 +00:00 Epoch 81: Training Loss: 0.02111515674045295, Validation Loss: 0.0184035004670459
2024-07-30 19:45:59.557260761 +00:00 Epoch 82: Training Loss: 0.020821080453740058, Validation Loss: 0.018079966598906778
2024-07-30 19:45:59.660345959 +00:00 Epoch 83: Training Loss: 0.020536601390473332, Validation Loss: 0.017764787475461823
2024-07-30 19:45:59.762638493 +00:00 Epoch 84: Training Loss: 0.020263126038391803, Validation Loss: 0.017457749359003988
2024-07-30 19:45:59.863909185 +00:00 Epoch 85: Training Loss: 0.019998552314704193, Validation Loss: 0.01716029898517719
2024-07-30 19:45:59.965614743 +00:00 Epoch 86: Training Loss: 0.01974170585484929, Validation Loss: 0.01687225492715216
2024-07-30 19:46:00.068332546 +00:00 Epoch 87: Training Loss: 0.019496837834869683, Validation Loss: 0.01659473096555576
2024-07-30 19:46:00.169849607 +00:00 Epoch 88: Training Loss: 0.019263573963767728, Validation Loss: 0.016328428602586466
2024-07-30 19:46:00.271469948 +00:00 Epoch 89: Training Loss: 0.019043249003930843, Validation Loss: 0.01607386538486112
2024-07-30 19:46:00.374090374 +00:00 Epoch 90: Training Loss: 0.018835919763073073, Validation Loss: 0.015832201825343242
2024-07-30 19:46:00.477008073 +00:00 Epoch 91: Training Loss: 0.018643176786918708, Validation Loss: 0.015603548847514543
2024-07-30 19:46:00.578402870 +00:00 Epoch 92: Training Loss: 0.018465327117940956, Validation Loss: 0.015388655132517604
2024-07-30 19:46:00.681931528 +00:00 Epoch 93: Training Loss: 0.018301783122879077, Validation Loss: 0.015186657564464665
2024-07-30 19:46:00.784151447 +00:00 Epoch 94: Training Loss: 0.018154466640799994, Validation Loss: 0.014997487863611906
2024-07-30 19:46:00.884676555 +00:00 Epoch 95: Training Loss: 0.01802226818290456, Validation Loss: 0.014824306160918073
2024-07-30 19:46:00.985267235 +00:00 Epoch 96: Training Loss: 0.01790557891740993, Validation Loss: 0.014668277003960048
2024-07-30 19:46:01.086130305 +00:00 Epoch 97: Training Loss: 0.01780594610626559, Validation Loss: 0.014529785016499291
2024-07-30 19:46:01.186589403 +00:00 Epoch 98: Training Loss: 0.01772032225757139, Validation Loss: 0.014408616008878126
2024-07-30 19:46:01.288050344 +00:00 Epoch 99: Training Loss: 0.017646692709624195, Validation Loss: 0.014303193728935957
2024-07-30 19:46:01.389544713 +00:00 Epoch 100: Training Loss: 0.017586008487499437, Validation Loss: 0.014210440150679913
2024-07-30 19:46:01.390066280 +00:00 Extending knot vectors from 10 to 20
2024-07-30 19:46:01.620189218 +00:00 Epoch 101: Training Loss: 0.026909630201294943, Validation Loss: 0.022889035366314165
2024-07-30 19:46:01.850060994 +00:00 Epoch 102: Training Loss: 0.026617278741663312, Validation Loss: 0.02251419672503594
2024-07-30 19:46:02.080387507 +00:00 Epoch 103: Training Loss: 0.026234869433819658, Validation Loss: 0.02215958129573203
2024-07-30 19:46:02.311004881 +00:00 Epoch 104: Training Loss: 0.02587012454291321, Validation Loss: 0.021823771537947838
2024-07-30 19:46:02.540842132 +00:00 Epoch 105: Training Loss: 0.025522529268490447, Validation Loss: 0.021505360783176167
2024-07-30 19:46:02.770790865 +00:00 Epoch 106: Training Loss: 0.025191572777578768, Validation Loss: 0.021202647706626863
2024-07-30 19:46:03.000818950 +00:00 Epoch 107: Training Loss: 0.024876232591535204, Validation Loss: 0.0209149716229584
2024-07-30 19:46:03.230624102 +00:00 Epoch 108: Training Loss: 0.02457411100674446, Validation Loss: 0.020641410887060032
2024-07-30 19:46:03.461203001 +00:00 Epoch 109: Training Loss: 0.02428530560681052, Validation Loss: 0.020380785909306098
2024-07-30 19:46:03.691805114 +00:00 Epoch 110: Training Loss: 0.024009292179830503, Validation Loss: 0.020131967517938432
2024-07-30 19:46:03.922804753 +00:00 Epoch 111: Training Loss: 0.023743101653198338, Validation Loss: 0.019894475515959544
2024-07-30 19:46:04.165110923 +00:00 Epoch 112: Training Loss: 0.023487629732933304, Validation Loss: 0.0196673050356734
2024-07-30 19:46:04.396453447 +00:00 Epoch 113: Training Loss: 0.023241405669186786, Validation Loss: 0.019449764971358238
2024-07-30 19:46:04.632401756 +00:00 Epoch 114: Training Loss: 0.023003747388270775, Validation Loss: 0.01924116540703929
2024-07-30 19:46:04.871719427 +00:00 Epoch 115: Training Loss: 0.022774951073406872, Validation Loss: 0.019040964685266577
2024-07-30 19:46:05.105372702 +00:00 Epoch 116: Training Loss: 0.022553768927198632, Validation Loss: 0.01884254753986707
2024-07-30 19:46:05.335561435 +00:00 Epoch 117: Training Loss: 0.022340324715803203, Validation Loss: 0.018650594183612812
2024-07-30 19:46:05.567955259 +00:00 Epoch 118: Training Loss: 0.022133839242112784, Validation Loss: 0.018465687955056553
2024-07-30 19:46:05.799223937 +00:00 Epoch 119: Training Loss: 0.02193355944998264, Validation Loss: 0.01828739871142502
2024-07-30 19:46:06.029795339 +00:00 Epoch 120: Training Loss: 0.02173867746695757, Validation Loss: 0.018115288753012077
2024-07-30 19:46:06.259610825 +00:00 Epoch 121: Training Loss: 0.021548494513235282, Validation Loss: 0.017948869928162213
2024-07-30 19:46:06.491558949 +00:00 Epoch 122: Training Loss: 0.021363511715806048, Validation Loss: 0.017779809119278237
2024-07-30 19:46:06.722678761 +00:00 Epoch 123: Training Loss: 0.021183864239350106, Validation Loss: 0.017613455528504556
2024-07-30 19:46:06.953283118 +00:00 Epoch 124: Training Loss: 0.021006383204060886, Validation Loss: 0.01745225006263563
2024-07-30 19:46:07.183428296 +00:00 Epoch 125: Training Loss: 0.02083382541236768, Validation Loss: 0.017294558989687313
2024-07-30 19:46:07.413527370 +00:00 Epoch 126: Training Loss: 0.02066714747951083, Validation Loss: 0.017139018384523794
2024-07-30 19:46:07.643518505 +00:00 Epoch 127: Training Loss: 0.020504592184688558, Validation Loss: 0.016987651758853185
2024-07-30 19:46:07.873666693 +00:00 Epoch 128: Training Loss: 0.02034536483441177, Validation Loss: 0.016840165880877216
2024-07-30 19:46:08.113613260 +00:00 Epoch 129: Training Loss: 0.02018921130058979, Validation Loss: 0.016696324082177014
2024-07-30 19:46:08.343355941 +00:00 Epoch 130: Training Loss: 0.02003664111167931, Validation Loss: 0.01655561761902663
2024-07-30 19:46:08.572947380 +00:00 Epoch 131: Training Loss: 0.019888784115823163, Validation Loss: 0.01641780360037888
2024-07-30 19:46:08.806373032 +00:00 Epoch 132: Training Loss: 0.019744355506904315, Validation Loss: 0.016282794204941064
2024-07-30 19:46:09.036674926 +00:00 Epoch 133: Training Loss: 0.019603708006182233, Validation Loss: 0.01615029316818036
2024-07-30 19:46:09.266709969 +00:00 Epoch 134: Training Loss: 0.019465177941956034, Validation Loss: 0.016020107614071025
2024-07-30 19:46:09.496513949 +00:00 Epoch 135: Training Loss: 0.019329245003855702, Validation Loss: 0.01589191968046479
2024-07-30 19:46:09.726374410 +00:00 Epoch 136: Training Loss: 0.019194888952934277, Validation Loss: 0.015764346152303675
2024-07-30 19:46:09.955925416 +00:00 Epoch 137: Training Loss: 0.019061121172162795, Validation Loss: 0.01563768863268281
2024-07-30 19:46:10.187418326 +00:00 Epoch 138: Training Loss: 0.018929787029823657, Validation Loss: 0.015510342087645023
2024-07-30 19:46:10.417977417 +00:00 Epoch 139: Training Loss: 0.018801796368616088, Validation Loss: 0.015384709678288425
2024-07-30 19:46:10.647941305 +00:00 Epoch 140: Training Loss: 0.018676755948735455, Validation Loss: 0.015260632424168998
2024-07-30 19:46:10.878868982 +00:00 Epoch 141: Training Loss: 0.018555744391558635, Validation Loss: 0.015138021348050245
2024-07-30 19:46:11.108983550 +00:00 Epoch 142: Training Loss: 0.018437359126361897, Validation Loss: 0.015016664309950172
2024-07-30 19:46:11.339734202 +00:00 Epoch 143: Training Loss: 0.018321823968354207, Validation Loss: 0.014896224479685185
2024-07-30 19:46:11.570353369 +00:00 Epoch 144: Training Loss: 0.018209329462442286, Validation Loss: 0.014772564384691596
2024-07-30 19:46:11.800847039 +00:00 Epoch 145: Training Loss: 0.018098585538346153, Validation Loss: 0.014650149012502793
2024-07-30 19:46:12.031778507 +00:00 Epoch 146: Training Loss: 0.01798708824847281, Validation Loss: 0.014528939232238053
2024-07-30 19:46:12.262923195 +00:00 Epoch 147: Training Loss: 0.017877813747794936, Validation Loss: 0.01440894833122855
2024-07-30 19:46:12.493833164 +00:00 Epoch 148: Training Loss: 0.017768918637553668, Validation Loss: 0.014290106074244033
2024-07-30 19:46:12.725489982 +00:00 Epoch 149: Training Loss: 0.017661629598472322, Validation Loss: 0.014172404780958459
2024-07-30 19:46:12.955571958 +00:00 Epoch 150: Training Loss: 0.017555257557242656, Validation Loss: 0.014055975868002456
2024-07-30 19:46:13.185541940 +00:00 Epoch 151: Training Loss: 0.017449285626814, Validation Loss: 0.013940802313338281
2024-07-30 19:46:13.415612736 +00:00 Epoch 152: Training Loss: 0.017342564914702686, Validation Loss: 0.013826796272910221
2024-07-30 19:46:13.646071513 +00:00 Epoch 153: Training Loss: 0.017237037806742517, Validation Loss: 0.013713118934638944
2024-07-30 19:46:13.877791066 +00:00 Epoch 154: Training Loss: 0.017133456189206867, Validation Loss: 0.01360070040858347
2024-07-30 19:46:14.109227815 +00:00 Epoch 155: Training Loss: 0.01702996577980279, Validation Loss: 0.01348959236309382
2024-07-30 19:46:14.340759399 +00:00 Epoch 156: Training Loss: 0.016926098203943325, Validation Loss: 0.01337969956876461
2024-07-30 19:46:14.579920024 +00:00 Epoch 157: Training Loss: 0.01682369207883152, Validation Loss: 0.013271064064399147
2024-07-30 19:46:14.815133907 +00:00 Epoch 158: Training Loss: 0.016722013463423727, Validation Loss: 0.013163691143472133
2024-07-30 19:46:15.046024722 +00:00 Epoch 159: Training Loss: 0.016620077848740242, Validation Loss: 0.01305748286701875
2024-07-30 19:46:15.276195734 +00:00 Epoch 160: Training Loss: 0.01651897541932604, Validation Loss: 0.012952357858870906
2024-07-30 19:46:15.506894460 +00:00 Epoch 161: Training Loss: 0.016416654007234025, Validation Loss: 0.012848334111964965
2024-07-30 19:46:15.737327954 +00:00 Epoch 162: Training Loss: 0.01631440799397069, Validation Loss: 0.012745445962808818
2024-07-30 19:46:15.968205151 +00:00 Epoch 163: Training Loss: 0.01621345102196874, Validation Loss: 0.012643731041314337
2024-07-30 19:46:16.198656425 +00:00 Epoch 164: Training Loss: 0.01611452616549816, Validation Loss: 0.012542847673767649
2024-07-30 19:46:16.429632187 +00:00 Epoch 165: Training Loss: 0.016017509023729084, Validation Loss: 0.01244203127803503
2024-07-30 19:46:16.659549488 +00:00 Epoch 166: Training Loss: 0.015920332083787556, Validation Loss: 0.012342391439180034
2024-07-30 19:46:16.890920574 +00:00 Epoch 167: Training Loss: 0.015823640421960217, Validation Loss: 0.0122439614631276
2024-07-30 19:46:17.122458650 +00:00 Epoch 168: Training Loss: 0.01572783559424585, Validation Loss: 0.012146572689557504
2024-07-30 19:46:17.352819384 +00:00 Epoch 169: Training Loss: 0.01563198645896506, Validation Loss: 0.012050228717968693
2024-07-30 19:46:17.583473063 +00:00 Epoch 170: Training Loss: 0.01553560988028183, Validation Loss: 0.011954928899127413
2024-07-30 19:46:17.813926453 +00:00 Epoch 171: Training Loss: 0.015439818908037691, Validation Loss: 0.011860620312789207
2024-07-30 19:46:18.044638515 +00:00 Epoch 172: Training Loss: 0.015342600501334541, Validation Loss: 0.01176728953821935
2024-07-30 19:46:18.278501315 +00:00 Epoch 173: Training Loss: 0.015245430495415354, Validation Loss: 0.011674272987903524
2024-07-30 19:46:18.508948742 +00:00 Epoch 174: Training Loss: 0.015146803179193617, Validation Loss: 0.011581943731375409
2024-07-30 19:46:18.741495576 +00:00 Epoch 175: Training Loss: 0.015049017341572744, Validation Loss: 0.011490469303318995
2024-07-30 19:46:18.972598904 +00:00 Epoch 176: Training Loss: 0.01495057415041377, Validation Loss: 0.01139983162309998
2024-07-30 19:46:19.202953513 +00:00 Epoch 177: Training Loss: 0.014850836153943397, Validation Loss: 0.01131007757184876
2024-07-30 19:46:19.433878972 +00:00 Epoch 178: Training Loss: 0.014752536893110837, Validation Loss: 0.011221195913089416
2024-07-30 19:46:19.664775114 +00:00 Epoch 179: Training Loss: 0.014656106666874598, Validation Loss: 0.011133155678018486
2024-07-30 19:46:19.894944820 +00:00 Epoch 180: Training Loss: 0.01456082618289916, Validation Loss: 0.011045917879271396
2024-07-30 19:46:20.125326425 +00:00 Epoch 181: Training Loss: 0.014466772952452155, Validation Loss: 0.01095955040869318
2024-07-30 19:46:20.355202367 +00:00 Epoch 182: Training Loss: 0.014373302387478281, Validation Loss: 0.01087414245081891
2024-07-30 19:46:20.585141510 +00:00 Epoch 183: Training Loss: 0.014278376418959593, Validation Loss: 0.01078952820083002
2024-07-30 19:46:20.815812133 +00:00 Epoch 184: Training Loss: 0.014184055478000258, Validation Loss: 0.010705745331600848
2024-07-30 19:46:21.045875878 +00:00 Epoch 185: Training Loss: 0.014091557904352778, Validation Loss: 0.010622718555127945
2024-07-30 19:46:21.276202160 +00:00 Epoch 186: Training Loss: 0.013999923552299322, Validation Loss: 0.01054039949779935
2024-07-30 19:46:21.508691021 +00:00 Epoch 187: Training Loss: 0.013909512095044846, Validation Loss: 0.010458767536570903
2024-07-30 19:46:21.740605583 +00:00 Epoch 188: Training Loss: 0.013819980119377911, Validation Loss: 0.010377869783829334
2024-07-30 19:46:21.971648182 +00:00 Epoch 189: Training Loss: 0.013731522836865255, Validation Loss: 0.01029765552234901
2024-07-30 19:46:22.203544312 +00:00 Epoch 190: Training Loss: 0.01364475958835396, Validation Loss: 0.010218001061094908
2024-07-30 19:46:22.434733330 +00:00 Epoch 191: Training Loss: 0.013559125753132952, Validation Loss: 0.010139097855691458
2024-07-30 19:46:22.668428781 +00:00 Epoch 192: Training Loss: 0.013473644381647843, Validation Loss: 0.010060886879971314
2024-07-30 19:46:22.900848166 +00:00 Epoch 193: Training Loss: 0.013388079304570203, Validation Loss: 0.009983296335896976
2024-07-30 19:46:23.133212055 +00:00 Epoch 194: Training Loss: 0.013303485141004925, Validation Loss: 0.00990639228444743
2024-07-30 19:46:23.364984080 +00:00 Epoch 195: Training Loss: 0.01322021739030891, Validation Loss: 0.009830115739944582
2024-07-30 19:46:23.596894160 +00:00 Epoch 196: Training Loss: 0.013138373200190668, Validation Loss: 0.009754475351964356
2024-07-30 19:46:23.829884248 +00:00 Epoch 197: Training Loss: 0.013057474468931908, Validation Loss: 0.009679445834066581
2024-07-30 19:46:24.061756701 +00:00 Epoch 198: Training Loss: 0.012977913570592244, Validation Loss: 0.009605037428126363
2024-07-30 19:46:24.292815500 +00:00 Epoch 199: Training Loss: 0.01289952894766169, Validation Loss: 0.009531318994346274
2024-07-30 19:46:24.524524789 +00:00 Epoch 200: Training Loss: 0.012821035289020196, Validation Loss: 0.009458331008122255
2024-07-30 19:46:24.755459192 +00:00 Epoch 201: Training Loss: 0.012743752636776438, Validation Loss: 0.00938603255221107
2024-07-30 19:46:24.986660532 +00:00 Epoch 202: Training Loss: 0.01266739666836829, Validation Loss: 0.009314381588854972
2024-07-30 19:46:25.217605276 +00:00 Epoch 203: Training Loss: 0.012591327702580894, Validation Loss: 0.00924334966692376
2024-07-30 19:46:25.448775790 +00:00 Epoch 204: Training Loss: 0.012515828614784508, Validation Loss: 0.009172979909756329
2024-07-30 19:46:25.679753373 +00:00 Epoch 205: Training Loss: 0.012441846314609676, Validation Loss: 0.00910322149704096
2024-07-30 19:46:25.910781853 +00:00 Epoch 206: Training Loss: 0.012369208694191025, Validation Loss: 0.0090340305477438
2024-07-30 19:46:26.141331877 +00:00 Epoch 207: Training Loss: 0.012297182666451058, Validation Loss: 0.008965418163047634
2024-07-30 19:46:26.372408342 +00:00 Epoch 208: Training Loss: 0.012225895418553182, Validation Loss: 0.008897339071505708
2024-07-30 19:46:26.603035255 +00:00 Epoch 209: Training Loss: 0.012155272005624789, Validation Loss: 0.008829435507236782
2024-07-30 19:46:26.834945548 +00:00 Epoch 210: Training Loss: 0.012084906840432112, Validation Loss: 0.008762066738076064
2024-07-30 19:46:27.065487994 +00:00 Epoch 211: Training Loss: 0.012015557006570202, Validation Loss: 0.008695316673476254
2024-07-30 19:46:27.295839699 +00:00 Epoch 212: Training Loss: 0.011947283599425085, Validation Loss: 0.008629315924239834
