1bd9ddd50414715d10079b7f1d021fc7ec46c34a
Using arguments Cli { command: Build(BuildArgs { model_type: Regressor(RegressorArgs { labels: None, params: GenericBuildParams { degree: 3, num_coefficients: 4, hidden_layer_sizes: Some([6, 4, 1]), training_parameters: TrainArgs { data_file: "/tmp/tmp.tC5vR1xjvb.json", num_epochs: 500, knot_update_interval: 100, knot_adaptivity: 0.1, learning_rate: 0.001, knot_extension_targets: Some([10, 20, 50]), knot_extension_times: Some([50, 100, 250]), validate_each_epoch: true, validation_split: 0.2, model_output_file: None, no_save: true } } }) }), log_output: true, num_threads: None }
Thread count not specified. Using 8 threads
Loading regression data from file: "/tmp/tmp.tC5vR1xjvb.json"
creating validation set
Data loaded. Training: 80000, Validation: 20000
2024-07-30 20:35:12.501072886 +00:00 Epoch 28: Training Loss: 12.56602586030508, Validation Loss: 5.331687802279408
2024-07-30 20:35:13.688400550 +00:00 Epoch 29: Training Loss: 12.565098393500229, Validation Loss: 5.330644336547426
2024-07-30 20:35:14.885504839 +00:00 Epoch 30: Training Loss: 12.56418663660351, Validation Loss: 5.329579602181085
2024-07-30 20:35:16.057505734 +00:00 Epoch 31: Training Loss: 12.563250188692441, Validation Loss: 5.3285018818008005
2024-07-30 20:35:17.241464604 +00:00 Epoch 32: Training Loss: 12.562213688357234, Validation Loss: 5.327415074606568
2024-07-30 20:35:18.431359160 +00:00 Epoch 33: Training Loss: 12.561173106624082, Validation Loss: 5.326320264720853
2024-07-30 20:35:19.633297266 +00:00 Epoch 34: Training Loss: 12.560124598916385, Validation Loss: 5.325218526283051
2024-07-30 20:35:20.818816744 +00:00 Epoch 35: Training Loss: 12.559069284915408, Validation Loss: 5.324109390581243
2024-07-30 20:35:22.003252445 +00:00 Epoch 36: Training Loss: 12.558010714676135, Validation Loss: 5.322995295743894
2024-07-30 20:35:23.193827491 +00:00 Epoch 37: Training Loss: 12.556961401608842, Validation Loss: 5.321876966545281
2024-07-30 20:35:24.392492844 +00:00 Epoch 38: Training Loss: 12.555914814231697, Validation Loss: 5.320753993891973
2024-07-30 20:35:25.586316374 +00:00 Epoch 39: Training Loss: 12.55486565569488, Validation Loss: 5.319626729326724
2024-07-30 20:35:26.770889718 +00:00 Epoch 40: Training Loss: 12.553815284179798, Validation Loss: 5.318494862274977
2024-07-30 20:35:27.951393356 +00:00 Epoch 41: Training Loss: 12.552765550470838, Validation Loss: 5.317357515172137
2024-07-30 20:35:29.133926154 +00:00 Epoch 42: Training Loss: 12.551717662310802, Validation Loss: 5.316214748423337
2024-07-30 20:35:30.312268402 +00:00 Epoch 43: Training Loss: 12.550682293617397, Validation Loss: 5.315065911039382
2024-07-30 20:35:31.489778400 +00:00 Epoch 44: Training Loss: 12.549649166813502, Validation Loss: 5.313911693931122
2024-07-30 20:35:32.666273923 +00:00 Epoch 45: Training Loss: 12.548614444145853, Validation Loss: 5.312753456300676
2024-07-30 20:35:33.830139306 +00:00 Epoch 46: Training Loss: 12.547584500614622, Validation Loss: 5.311592612979561
2024-07-30 20:35:34.997994492 +00:00 Epoch 47: Training Loss: 12.54654943772308, Validation Loss: 5.310429362573168
2024-07-30 20:35:36.182578669 +00:00 Epoch 48: Training Loss: 12.545507964646022, Validation Loss: 5.309263182710731
2024-07-30 20:35:37.361523118 +00:00 Epoch 49: Training Loss: 12.544467836323129, Validation Loss: 5.3080949246637585
2024-07-30 20:35:38.545174928 +00:00 Epoch 50: Training Loss: 12.543416994346714, Validation Loss: 5.306924920843144
2024-07-30 20:35:38.547081423 +00:00 Extending knot vectors from 8 to 10
2024-07-30 20:35:40.236470452 +00:00 Epoch 51: Training Loss: 12.544739463611531, Validation Loss: 5.2995060743105595
2024-07-30 20:35:41.956909429 +00:00 Epoch 52: Training Loss: 12.541219492137069, Validation Loss: 5.295097376737582
2024-07-30 20:35:43.705135395 +00:00 Epoch 53: Training Loss: 12.539695756213737, Validation Loss: 5.29133889810162
2024-07-30 20:35:45.436710383 +00:00 Epoch 54: Training Loss: 12.53840962357128, Validation Loss: 5.288075403015039
2024-07-30 20:35:47.156517198 +00:00 Epoch 55: Training Loss: 12.537294449290586, Validation Loss: 5.285199442841935
2024-07-30 20:35:48.865079391 +00:00 Epoch 56: Training Loss: 12.536319608403923, Validation Loss: 5.282642390499863
2024-07-30 20:35:50.608617340 +00:00 Epoch 57: Training Loss: 12.535421124382747, Validation Loss: 5.280345552649842
2024-07-30 20:35:52.316189357 +00:00 Epoch 58: Training Loss: 12.534558969545564, Validation Loss: 5.278256648646016
2024-07-30 20:35:54.041380977 +00:00 Epoch 59: Training Loss: 12.533774011547214, Validation Loss: 5.276342228093641
2024-07-30 20:35:55.785383176 +00:00 Epoch 60: Training Loss: 12.53302709661149, Validation Loss: 5.274574603393014
2024-07-30 20:35:57.511862792 +00:00 Epoch 61: Training Loss: 12.53231803776627, Validation Loss: 5.272938278918453
2024-07-30 20:35:59.216569143 +00:00 Epoch 62: Training Loss: 12.531654855963103, Validation Loss: 5.271407966660336
2024-07-30 20:36:00.938729320 +00:00 Epoch 63: Training Loss: 12.53104121681336, Validation Loss: 5.269959371186718
2024-07-30 20:36:02.650850303 +00:00 Epoch 64: Training Loss: 12.53043886572901, Validation Loss: 5.268604049074581
2024-07-30 20:36:04.365675974 +00:00 Epoch 65: Training Loss: 12.529925824808771, Validation Loss: 5.2673086877530935
2024-07-30 20:36:06.091818282 +00:00 Epoch 66: Training Loss: 12.529511663277, Validation Loss: 5.2660686361387
2024-07-30 20:36:07.828880480 +00:00 Epoch 67: Training Loss: 12.529137052429155, Validation Loss: 5.2648899748096
2024-07-30 20:36:09.570760967 +00:00 Epoch 68: Training Loss: 12.528719726210266, Validation Loss: 5.263830420902896
2024-07-30 20:36:11.292974430 +00:00 Epoch 69: Training Loss: 12.528333742141017, Validation Loss: 5.262802407735686
2024-07-30 20:36:13.018827645 +00:00 Epoch 70: Training Loss: 12.527921869356398, Validation Loss: 5.261856989286699
2024-07-30 20:36:14.773576697 +00:00 Epoch 71: Training Loss: 12.527474837779728, Validation Loss: 5.260941832805564
2024-07-30 20:36:16.481125293 +00:00 Epoch 72: Training Loss: 12.526970924036368, Validation Loss: 5.2600700451999325
2024-07-30 20:36:18.180694616 +00:00 Epoch 73: Training Loss: 12.52640559265357, Validation Loss: 5.2592782563793365
2024-07-30 20:36:19.913891578 +00:00 Epoch 74: Training Loss: 12.52574840687016, Validation Loss: 5.258602102720004
2024-07-30 20:36:21.638795084 +00:00 Epoch 75: Training Loss: 12.524639029087767, Validation Loss: 5.258018266233903
2024-07-30 20:36:23.378422165 +00:00 Epoch 76: Training Loss: 12.523121637190739, Validation Loss: 5.257478548313278
2024-07-30 20:36:25.127675555 +00:00 Epoch 77: Training Loss: 12.521684120503581, Validation Loss: 5.256873047407285
2024-07-30 20:36:26.840079768 +00:00 Epoch 78: Training Loss: 12.52002733383851, Validation Loss: 5.256078701147881
2024-07-30 20:36:28.564085996 +00:00 Epoch 79: Training Loss: 12.518518084007562, Validation Loss: 5.255078330288113
2024-07-30 20:36:30.265515638 +00:00 Epoch 80: Training Loss: 12.516950835522861, Validation Loss: 5.2540807083865
2024-07-30 20:36:31.973097102 +00:00 Epoch 81: Training Loss: 12.515310191351409, Validation Loss: 5.2531732028309275
2024-07-30 20:36:33.688008090 +00:00 Epoch 82: Training Loss: 12.513620775865238, Validation Loss: 5.252180209128304
2024-07-30 20:36:35.421248131 +00:00 Epoch 83: Training Loss: 12.51189940635177, Validation Loss: 5.251046941408066
2024-07-30 20:36:37.156938728 +00:00 Epoch 84: Training Loss: 12.510278528438562, Validation Loss: 5.249793124300985
2024-07-30 20:36:38.883957687 +00:00 Epoch 85: Training Loss: 12.508683788070115, Validation Loss: 5.2484856715743975
2024-07-30 20:36:40.606632134 +00:00 Epoch 86: Training Loss: 12.507089655050647, Validation Loss: 5.24716721735773
2024-07-30 20:36:42.312114296 +00:00 Epoch 87: Training Loss: 12.505491422988621, Validation Loss: 5.245765899005908
2024-07-30 20:36:44.027649518 +00:00 Epoch 88: Training Loss: 12.503850181574425, Validation Loss: 5.2443319396340184
2024-07-30 20:36:45.761132254 +00:00 Epoch 89: Training Loss: 12.502240384055929, Validation Loss: 5.242940560201175
2024-07-30 20:36:47.467088269 +00:00 Epoch 90: Training Loss: 12.500706878414313, Validation Loss: 5.241606674194889
2024-07-30 20:36:49.169060029 +00:00 Epoch 91: Training Loss: 12.499149202125622, Validation Loss: 5.240232351510073
2024-07-30 20:36:50.880760350 +00:00 Epoch 92: Training Loss: 12.497494702836875, Validation Loss: 5.238762866459485
2024-07-30 20:36:52.589892444 +00:00 Epoch 93: Training Loss: 12.495751371618049, Validation Loss: 5.237206802181268
2024-07-30 20:36:54.277730580 +00:00 Epoch 94: Training Loss: 12.493939240475846, Validation Loss: 5.235539495340302
2024-07-30 20:36:55.988733551 +00:00 Epoch 95: Training Loss: 12.492053806885622, Validation Loss: 5.233714079023088
2024-07-30 20:36:57.697803532 +00:00 Epoch 96: Training Loss: 12.490096015500326, Validation Loss: 5.231664992355311
2024-07-30 20:36:59.419838381 +00:00 Epoch 97: Training Loss: 12.488178683732327, Validation Loss: 5.229517508722225
2024-07-30 20:37:01.154279600 +00:00 Epoch 98: Training Loss: 12.486350424716871, Validation Loss: 5.227386283447851
2024-07-30 20:37:02.879297273 +00:00 Epoch 99: Training Loss: 12.484489810621136, Validation Loss: 5.225180190913065
2024-07-30 20:37:04.599540370 +00:00 Epoch 100: Training Loss: 12.482326329085442, Validation Loss: 5.222824010570029
2024-07-30 20:37:04.604672708 +00:00 Extending knot vectors from 10 to 20
2024-07-30 20:37:09.497403165 +00:00 Epoch 101: Training Loss: 12.641202415370795, Validation Loss: 5.332598684041497
2024-07-30 20:37:14.258486696 +00:00 Epoch 102: Training Loss: 12.633886474071849, Validation Loss: 5.325595093356552
2024-07-30 20:37:19.013589930 +00:00 Epoch 103: Training Loss: 12.627541471443779, Validation Loss: 5.319551388973862
2024-07-30 20:37:23.759831229 +00:00 Epoch 104: Training Loss: 12.621764521808958, Validation Loss: 5.314347381469093
2024-07-30 20:37:28.501431729 +00:00 Epoch 105: Training Loss: 12.616594022744104, Validation Loss: 5.309892882459503
2024-07-30 20:37:33.259977426 +00:00 Epoch 106: Training Loss: 12.611989216196184, Validation Loss: 5.306144815701021
2024-07-30 20:37:37.967201269 +00:00 Epoch 107: Training Loss: 12.607833402848593, Validation Loss: 5.302997143436245
2024-07-30 20:37:42.675500354 +00:00 Epoch 108: Training Loss: 12.604059654977615, Validation Loss: 5.300368433045156
2024-07-30 20:37:47.383260192 +00:00 Epoch 109: Training Loss: 12.600683177290229, Validation Loss: 5.298187672731044
2024-07-30 20:37:52.097405548 +00:00 Epoch 110: Training Loss: 12.597641771639218, Validation Loss: 5.296396166368576
2024-07-30 20:37:56.863929014 +00:00 Epoch 111: Training Loss: 12.594956726461653, Validation Loss: 5.294917697385836
2024-07-30 20:38:01.659494500 +00:00 Epoch 112: Training Loss: 12.592493148301124, Validation Loss: 5.2937460553770945
2024-07-30 20:38:06.406493752 +00:00 Epoch 113: Training Loss: 12.590266149215386, Validation Loss: 5.292824892262314
2024-07-30 20:38:11.153031668 +00:00 Epoch 114: Training Loss: 12.588271905591219, Validation Loss: 5.292107838265287
2024-07-30 20:38:15.898506366 +00:00 Epoch 115: Training Loss: 12.586470704157158, Validation Loss: 5.291552533053125
2024-07-30 20:38:20.627608358 +00:00 Epoch 116: Training Loss: 12.584844300097258, Validation Loss: 5.291127582306589
2024-07-30 20:38:25.386330945 +00:00 Epoch 117: Training Loss: 12.58332253295328, Validation Loss: 5.2908091825637955
2024-07-30 20:38:30.124010724 +00:00 Epoch 118: Training Loss: 12.58190648556803, Validation Loss: 5.29060404030701
2024-07-30 20:38:34.869378317 +00:00 Epoch 119: Training Loss: 12.580625610997457, Validation Loss: 5.29054653219253
2024-07-30 20:38:39.592040691 +00:00 Epoch 120: Training Loss: 12.579466198898183, Validation Loss: 5.29056091064522
2024-07-30 20:38:44.379939950 +00:00 Epoch 121: Training Loss: 12.578401236711212, Validation Loss: 5.290634251510109
2024-07-30 20:38:49.111540944 +00:00 Epoch 122: Training Loss: 12.577408367653746, Validation Loss: 5.290740558659335
2024-07-30 20:38:53.838924120 +00:00 Epoch 123: Training Loss: 12.576499290232544, Validation Loss: 5.290864764401769
2024-07-30 20:38:58.570088665 +00:00 Epoch 124: Training Loss: 12.57562439752496, Validation Loss: 5.291020747756493
2024-07-30 20:39:03.298457499 +00:00 Epoch 125: Training Loss: 12.574802125540208, Validation Loss: 5.291225370384986
2024-07-30 20:39:08.073257486 +00:00 Epoch 126: Training Loss: 12.574035066274194, Validation Loss: 5.2914311200764175
2024-07-30 20:39:12.791398953 +00:00 Epoch 127: Training Loss: 12.57330481719234, Validation Loss: 5.291629074392049
2024-07-30 20:39:17.547789906 +00:00 Epoch 128: Training Loss: 12.57259739659929, Validation Loss: 5.291815180926107
2024-07-30 20:39:22.283628546 +00:00 Epoch 129: Training Loss: 12.571926109018452, Validation Loss: 5.2919878680853785
2024-07-30 20:39:27.077100641 +00:00 Epoch 130: Training Loss: 12.571288023887377, Validation Loss: 5.292137884641376
2024-07-30 20:39:31.842403 +00:00 Epoch 131: Training Loss: 12.57068389893194, Validation Loss: 5.292269111383629
2024-07-30 20:39:36.614856824 +00:00 Epoch 132: Training Loss: 12.570108648323616, Validation Loss: 5.292378847678162
2024-07-30 20:39:41.365106271 +00:00 Epoch 133: Training Loss: 12.56956182870833, Validation Loss: 5.292471018723297
2024-07-30 20:39:46.140566055 +00:00 Epoch 134: Training Loss: 12.569037445744216, Validation Loss: 5.29262330015743
2024-07-30 20:39:50.936596346 +00:00 Epoch 135: Training Loss: 12.5685296821094, Validation Loss: 5.292753019848229
2024-07-30 20:39:55.699407585 +00:00 Epoch 136: Training Loss: 12.568035505395033, Validation Loss: 5.292864251540169
2024-07-30 20:40:00.488655549 +00:00 Epoch 137: Training Loss: 12.56755990305513, Validation Loss: 5.292958207027179
2024-07-30 20:40:05.250962743 +00:00 Epoch 138: Training Loss: 12.567096387725798, Validation Loss: 5.293038078754268
2024-07-30 20:40:10.004969374 +00:00 Epoch 139: Training Loss: 12.566631733218184, Validation Loss: 5.293104712352607
2024-07-30 20:40:14.748897071 +00:00 Epoch 140: Training Loss: 12.566161442499402, Validation Loss: 5.293157755664925
2024-07-30 20:40:19.500955715 +00:00 Epoch 141: Training Loss: 12.565697927422255, Validation Loss: 5.293199298667829
2024-07-30 20:40:24.273140237 +00:00 Epoch 142: Training Loss: 12.565247807608404, Validation Loss: 5.293231472613653
2024-07-30 20:40:29.055951576 +00:00 Epoch 143: Training Loss: 12.564808998998881, Validation Loss: 5.293251251140694
2024-07-30 20:40:33.810171882 +00:00 Epoch 144: Training Loss: 12.56438930610837, Validation Loss: 5.293259145939722
2024-07-30 20:40:38.568232445 +00:00 Epoch 145: Training Loss: 12.563981148165647, Validation Loss: 5.293257854678547
2024-07-30 20:40:43.325706851 +00:00 Epoch 146: Training Loss: 12.563583197582926, Validation Loss: 5.293251341329176
2024-07-30 20:40:48.022934284 +00:00 Epoch 147: Training Loss: 12.563196860568958, Validation Loss: 5.293248001927413
2024-07-30 20:40:52.749075409 +00:00 Epoch 148: Training Loss: 12.562818590167348, Validation Loss: 5.293245121127894
2024-07-30 20:40:57.500495502 +00:00 Epoch 149: Training Loss: 12.562452485110411, Validation Loss: 5.293251114696212
2024-07-30 20:41:02.269432986 +00:00 Epoch 150: Training Loss: 12.56209215025268, Validation Loss: 5.293275574651587
2024-07-30 20:41:07.003029816 +00:00 Epoch 151: Training Loss: 12.561739000882005, Validation Loss: 5.2933016830420465
2024-07-30 20:41:11.780072221 +00:00 Epoch 152: Training Loss: 12.561385756837229, Validation Loss: 5.293329666264906
2024-07-30 20:41:16.512986758 +00:00 Epoch 153: Training Loss: 12.561019988439234, Validation Loss: 5.293355220318936
2024-07-30 20:41:21.211909464 +00:00 Epoch 154: Training Loss: 12.560655107632906, Validation Loss: 5.293379402116767
2024-07-30 20:41:25.912544526 +00:00 Epoch 155: Training Loss: 12.560290113633723, Validation Loss: 5.293404026524588
2024-07-30 20:41:30.597167823 +00:00 Epoch 156: Training Loss: 12.559923240637794, Validation Loss: 5.293432625913058
2024-07-30 20:41:35.315842853 +00:00 Epoch 157: Training Loss: 12.559556551983306, Validation Loss: 5.2934641106225495
2024-07-30 20:41:40.037522519 +00:00 Epoch 158: Training Loss: 12.559184467073635, Validation Loss: 5.293496757343032
2024-07-30 20:41:44.752296358 +00:00 Epoch 159: Training Loss: 12.558807437033106, Validation Loss: 5.293529542407459
2024-07-30 20:41:49.449133270 +00:00 Epoch 160: Training Loss: 12.558428252582631, Validation Loss: 5.293561851363153
2024-07-30 20:41:54.162017747 +00:00 Epoch 161: Training Loss: 12.55804623517077, Validation Loss: 5.293591984752685
2024-07-30 20:41:58.898994413 +00:00 Epoch 162: Training Loss: 12.557660608575393, Validation Loss: 5.293617433283344
2024-07-30 20:42:03.627313440 +00:00 Epoch 163: Training Loss: 12.557270582066598, Validation Loss: 5.293637080409784
2024-07-30 20:42:08.378366915 +00:00 Epoch 164: Training Loss: 12.55687825243326, Validation Loss: 5.2936465079540405
2024-07-30 20:42:13.094348556 +00:00 Epoch 165: Training Loss: 12.556488882158455, Validation Loss: 5.293649768642312
2024-07-30 20:42:17.832654431 +00:00 Epoch 166: Training Loss: 12.556104257047886, Validation Loss: 5.293698585335175
2024-07-30 20:42:22.600694084 +00:00 Epoch 167: Training Loss: 12.555725737856408, Validation Loss: 5.293759119845844
2024-07-30 20:42:27.356777525 +00:00 Epoch 168: Training Loss: 12.555354403002665, Validation Loss: 5.2938082988289175
2024-07-30 20:42:32.089017426 +00:00 Epoch 169: Training Loss: 12.55499002615527, Validation Loss: 5.293842640500742
2024-07-30 20:42:36.810806200 +00:00 Epoch 170: Training Loss: 12.554633729727284, Validation Loss: 5.293864914325042
2024-07-30 20:42:41.571526088 +00:00 Epoch 171: Training Loss: 12.554285483901602, Validation Loss: 5.293871144138882
2024-07-30 20:42:46.368559796 +00:00 Epoch 172: Training Loss: 12.553946786020402, Validation Loss: 5.293863715506509
2024-07-30 20:42:51.088811138 +00:00 Epoch 173: Training Loss: 12.553614510138424, Validation Loss: 5.2938453242679415
2024-07-30 20:42:55.815835 +00:00 Epoch 174: Training Loss: 12.553289140271833, Validation Loss: 5.29381722978744
2024-07-30 20:43:00.552401445 +00:00 Epoch 175: Training Loss: 12.552971432680415, Validation Loss: 5.293779876780008
2024-07-30 20:43:05.270861135 +00:00 Epoch 176: Training Loss: 12.55266072847173, Validation Loss: 5.293732123861798
2024-07-30 20:43:10.037659963 +00:00 Epoch 177: Training Loss: 12.552354728397077, Validation Loss: 5.293673660120895
2024-07-30 20:43:14.767686160 +00:00 Epoch 178: Training Loss: 12.552052119563369, Validation Loss: 5.293601648785388
2024-07-30 20:43:19.463699396 +00:00 Epoch 179: Training Loss: 12.551748997910105, Validation Loss: 5.293521026079957
2024-07-30 20:43:24.197797034 +00:00 Epoch 180: Training Loss: 12.551451076423263, Validation Loss: 5.293430885053522
2024-07-30 20:43:28.944036931 +00:00 Epoch 181: Training Loss: 12.551153964883328, Validation Loss: 5.2933313396457615
2024-07-30 20:43:33.682377307 +00:00 Epoch 182: Training Loss: 12.55085970324805, Validation Loss: 5.293223936554175
2024-07-30 20:43:38.443282446 +00:00 Epoch 183: Training Loss: 12.550567448562687, Validation Loss: 5.293110732422019
2024-07-30 20:43:43.148621013 +00:00 Epoch 184: Training Loss: 12.550277201498218, Validation Loss: 5.292988677258383
2024-07-30 20:43:47.857111227 +00:00 Epoch 185: Training Loss: 12.549987436864082, Validation Loss: 5.29285982425067
2024-07-30 20:43:52.597279900 +00:00 Epoch 186: Training Loss: 12.549697619008594, Validation Loss: 5.292723290460858
2024-07-30 20:43:57.352555940 +00:00 Epoch 187: Training Loss: 12.549407654584744, Validation Loss: 5.29257768575843
2024-07-30 20:44:02.092156793 +00:00 Epoch 188: Training Loss: 12.549116044100886, Validation Loss: 5.292425983655488
2024-07-30 20:44:06.826781528 +00:00 Epoch 189: Training Loss: 12.54882465116337, Validation Loss: 5.292269100718154
2024-07-30 20:44:11.560860242 +00:00 Epoch 190: Training Loss: 12.548538146068656, Validation Loss: 5.2921101496710365
2024-07-30 20:44:16.282435144 +00:00 Epoch 191: Training Loss: 12.54825319391185, Validation Loss: 5.291951563311743
2024-07-30 20:44:21.012883667 +00:00 Epoch 192: Training Loss: 12.547966329068576, Validation Loss: 5.291792347332223
2024-07-30 20:44:25.725280264 +00:00 Epoch 193: Training Loss: 12.54768053378817, Validation Loss: 5.291632068006068
2024-07-30 20:44:30.455066144 +00:00 Epoch 194: Training Loss: 12.547396113712589, Validation Loss: 5.291468996623574
2024-07-30 20:44:35.206569783 +00:00 Epoch 195: Training Loss: 12.547114286116633, Validation Loss: 5.291304798589201
2024-07-30 20:44:39.938582018 +00:00 Epoch 196: Training Loss: 12.546835980709183, Validation Loss: 5.291143452607354
2024-07-30 20:44:44.694670114 +00:00 Epoch 197: Training Loss: 12.546556954161069, Validation Loss: 5.290984509029055
2024-07-30 20:44:49.395299599 +00:00 Epoch 198: Training Loss: 12.546272677170109, Validation Loss: 5.290821873700173
2024-07-30 20:44:54.108996886 +00:00 Epoch 199: Training Loss: 12.545987741840523, Validation Loss: 5.290665575872219
2024-07-30 20:44:58.789536131 +00:00 Epoch 200: Training Loss: 12.54569986161436, Validation Loss: 5.290511559713465
2024-07-30 20:45:03.486496613 +00:00 Epoch 201: Training Loss: 12.545409636058107, Validation Loss: 5.290360435846913
2024-07-30 20:45:08.174680248 +00:00 Epoch 202: Training Loss: 12.545121112435382, Validation Loss: 5.290212271340265
2024-07-30 20:45:12.895086065 +00:00 Epoch 203: Training Loss: 12.544835028039564, Validation Loss: 5.290066052688796
2024-07-30 20:45:17.577932467 +00:00 Epoch 204: Training Loss: 12.544550476556816, Validation Loss: 5.2899233270167185
2024-07-30 20:45:22.276719840 +00:00 Epoch 205: Training Loss: 12.544269957648469, Validation Loss: 5.289782866916109
2024-07-30 20:45:26.957196190 +00:00 Epoch 206: Training Loss: 12.543991453199729, Validation Loss: 5.289647125314447
2024-07-30 20:45:31.613913499 +00:00 Epoch 207: Training Loss: 12.543714499646526, Validation Loss: 5.2895139056469365
2024-07-30 20:45:36.272008441 +00:00 Epoch 208: Training Loss: 12.543441243875602, Validation Loss: 5.289382066898517
2024-07-30 20:45:41.016685891 +00:00 Epoch 209: Training Loss: 12.543169103434868, Validation Loss: 5.289247171147624
2024-07-30 20:45:45.695700048 +00:00 Epoch 210: Training Loss: 12.542902983552294, Validation Loss: 5.28911155149871
2024-07-30 20:45:50.378616305 +00:00 Epoch 211: Training Loss: 12.542639451891535, Validation Loss: 5.288995580125858
2024-07-30 20:45:55.096713922 +00:00 Epoch 212: Training Loss: 12.542380329304931, Validation Loss: 5.288906099239918
2024-07-30 20:45:59.814922802 +00:00 Epoch 213: Training Loss: 12.542122955424317, Validation Loss: 5.288815378304982
2024-07-30 20:46:04.507706980 +00:00 Epoch 214: Training Loss: 12.54186107613009, Validation Loss: 5.288722701647965
2024-07-30 20:46:09.277835214 +00:00 Epoch 215: Training Loss: 12.541602413598534, Validation Loss: 5.288627753057118
2024-07-30 20:46:14.021251876 +00:00 Epoch 216: Training Loss: 12.541346236537443, Validation Loss: 5.288529680691833
2024-07-30 20:46:18.759740004 +00:00 Epoch 217: Training Loss: 12.541089542623302, Validation Loss: 5.288429990602177
2024-07-30 20:46:23.478036324 +00:00 Epoch 218: Training Loss: 12.540833967025328, Validation Loss: 5.288327429478321
2024-07-30 20:46:28.201997170 +00:00 Epoch 219: Training Loss: 12.540581654309195, Validation Loss: 5.288221743575057
